path,emotion
features\images\train\282.png,Surprised
features\images\train\283.png,Happy
features\images\train\284.png,Calm
features\images\train\285.png,Neutral
features\images\train\286.png,Surprised
features\images\train\287.png,Angry
features\images\train\288.png,Neutral
features\images\train\289.png,Surprised
features\images\train\290.png,Surprised
features\images\train\291.png,Fearful
features\images\train\292.png,Angry
features\images\train\293.png,Fearful
features\images\train\294.png,Calm
features\images\train\295.png,Disgust
features\images\train\296.png,Angry
features\images\train\297.png,Calm
features\images\train\298.png,Surprised
features\images\train\299.png,Sad
features\images\train\300.png,Angry
features\images\train\301.png,Surprised
features\images\train\302.png,Sad
features\images\train\303.png,Fearful
features\images\train\304.png,Calm
features\images\train\305.png,Happy
features\images\train\306.png,Happy
features\images\train\307.png,Surprised
features\images\train\308.png,Angry
features\images\train\309.png,Disgust
features\images\train\310.png,Disgust
features\images\train\311.png,Happy
features\images\train\312.png,Neutral
features\images\train\313.png,Surprised
features\images\train\314.png,Angry
features\images\train\315.png,Happy
features\images\train\316.png,Happy
features\images\train\317.png,Surprised
features\images\train\318.png,Surprised
features\images\train\319.png,Fearful
features\images\train\320.png,Angry
features\images\train\321.png,Fearful
features\images\train\322.png,Sad
features\images\train\323.png,Happy
features\images\train\324.png,Disgust
features\images\train\325.png,Calm
features\images\train\326.png,Sad
features\images\train\327.png,Sad
features\images\train\328.png,Angry
features\images\train\329.png,Neutral
features\images\train\330.png,Disgust
features\images\train\331.png,Calm
features\images\train\332.png,Surprised
features\images\train\333.png,Angry
features\images\train\334.png,Disgust
features\images\train\335.png,Sad
features\images\train\336.png,Surprised
features\images\train\337.png,Calm
features\images\train\338.png,Calm
features\images\train\339.png,Fearful
features\images\train\340.png,Surprised
features\images\train\341.png,Disgust
features\images\train\342.png,Sad
features\images\train\343.png,Surprised
features\images\train\344.png,Happy
features\images\train\345.png,Surprised
features\images\train\346.png,Sad
features\images\train\347.png,Sad
features\images\train\348.png,Calm
features\images\train\349.png,Calm
features\images\train\350.png,Sad
features\images\train\351.png,Surprised
features\images\train\352.png,Neutral
features\images\train\353.png,Angry
features\images\train\354.png,Angry
features\images\train\355.png,Fearful
features\images\train\356.png,Neutral
features\images\train\357.png,Sad
features\images\train\358.png,Sad
features\images\train\359.png,Disgust
features\images\train\360.png,Neutral
features\images\train\361.png,Fearful
features\images\train\362.png,Happy
features\images\train\363.png,Calm
features\images\train\364.png,Surprised
features\images\train\365.png,Angry
features\images\train\366.png,Disgust
features\images\train\367.png,Disgust
features\images\train\368.png,Disgust
features\images\train\369.png,Happy
features\images\train\370.png,Fearful
features\images\train\371.png,Angry
features\images\train\372.png,Angry
features\images\train\373.png,Sad
features\images\train\374.png,Angry
features\images\train\375.png,Fearful
features\images\train\376.png,Fearful
features\images\train\377.png,Sad
features\images\train\378.png,Sad
features\images\train\379.png,Angry
features\images\train\380.png,Sad
features\images\train\381.png,Sad
features\images\train\382.png,Sad
features\images\train\383.png,Fearful
features\images\train\384.png,Calm
features\images\train\385.png,Angry
features\images\train\386.png,Calm
features\images\train\387.png,Angry
features\images\train\388.png,Angry
features\images\train\389.png,Fearful
features\images\train\390.png,Fearful
features\images\train\391.png,Surprised
features\images\train\392.png,Neutral
features\images\train\393.png,Calm
features\images\train\394.png,Neutral
features\images\train\395.png,Disgust
features\images\train\396.png,Surprised
features\images\train\397.png,Disgust
features\images\train\398.png,Calm
features\images\train\399.png,Happy
features\images\train\400.png,Calm
features\images\train\401.png,Sad
features\images\train\402.png,Disgust
features\images\train\403.png,Disgust
features\images\train\404.png,Fearful
features\images\train\405.png,Happy
features\images\train\406.png,Disgust
features\images\train\407.png,Happy
features\images\train\408.png,Surprised
features\images\train\409.png,Angry
features\images\train\410.png,Disgust
features\images\train\411.png,Fearful
features\images\train\412.png,Surprised
features\images\train\413.png,Sad
features\images\train\414.png,Happy
features\images\train\415.png,Calm
features\images\train\416.png,Angry
features\images\train\417.png,Calm
features\images\train\418.png,Happy
features\images\train\419.png,Happy
features\images\train\420.png,Surprised
features\images\train\421.png,Sad
features\images\train\422.png,Disgust
features\images\train\423.png,Sad
features\images\train\424.png,Fearful
features\images\train\425.png,Happy
features\images\train\426.png,Happy
features\images\train\427.png,Angry
features\images\train\428.png,Disgust
features\images\train\429.png,Fearful
features\images\train\430.png,Disgust
features\images\train\431.png,Disgust
features\images\train\432.png,Happy
features\images\train\433.png,Disgust
features\images\train\434.png,Surprised
features\images\train\435.png,Happy
features\images\train\436.png,Calm
features\images\train\437.png,Calm
features\images\train\438.png,Fearful
features\images\train\439.png,Neutral
features\images\train\440.png,Happy
features\images\train\441.png,Angry
features\images\train\442.png,Neutral
features\images\train\443.png,Disgust
features\images\train\444.png,Surprised
features\images\train\445.png,Disgust
features\images\train\446.png,Calm
features\images\train\447.png,Angry
features\images\train\448.png,Happy
features\images\train\449.png,Happy
features\images\train\450.png,Neutral
features\images\train\451.png,Sad
features\images\train\452.png,Calm
features\images\train\453.png,Calm
features\images\train\454.png,Angry
features\images\train\455.png,Calm
features\images\train\456.png,Happy
features\images\train\457.png,Sad
features\images\train\458.png,Sad
features\images\train\459.png,Disgust
features\images\train\460.png,Surprised
features\images\train\461.png,Disgust
features\images\train\462.png,Sad
features\images\train\463.png,Fearful
features\images\train\464.png,Angry
features\images\train\465.png,Sad
features\images\train\466.png,Calm
features\images\train\467.png,Happy
features\images\train\468.png,Fearful
features\images\train\469.png,Fearful
features\images\train\470.png,Surprised
features\images\train\471.png,Calm
features\images\train\472.png,Angry
features\images\train\473.png,Fearful
features\images\train\474.png,Happy
features\images\train\475.png,Neutral
features\images\train\476.png,Happy
features\images\train\477.png,Surprised
features\images\train\478.png,Happy
features\images\train\479.png,Calm
features\images\train\480.png,Neutral
features\images\train\481.png,Surprised
features\images\train\482.png,Fearful
features\images\train\483.png,Angry
features\images\train\484.png,Fearful
features\images\train\485.png,Fearful
features\images\train\486.png,Happy
features\images\train\487.png,Disgust
features\images\train\488.png,Disgust
features\images\train\489.png,Fearful
features\images\train\490.png,Fearful
features\images\train\491.png,Calm
features\images\train\492.png,Happy
features\images\train\493.png,Angry
features\images\train\494.png,Surprised
features\images\train\495.png,Neutral
features\images\train\496.png,Neutral
features\images\train\497.png,Surprised
features\images\train\498.png,Happy
features\images\train\499.png,Neutral
features\images\train\500.png,Surprised
features\images\train\501.png,Angry
features\images\train\502.png,Disgust
features\images\train\503.png,Angry
features\images\train\504.png,Calm
features\images\train\505.png,Angry
features\images\train\506.png,Happy
features\images\train\507.png,Disgust
features\images\train\508.png,Fearful
features\images\train\509.png,Angry
features\images\train\510.png,Fearful
features\images\train\511.png,Sad
features\images\train\512.png,Calm
features\images\train\513.png,Fearful
features\images\train\514.png,Angry
features\images\train\515.png,Neutral
features\images\train\516.png,Surprised
features\images\train\517.png,Sad
features\images\train\518.png,Disgust
features\images\train\519.png,Fearful
features\images\train\520.png,Surprised
features\images\train\521.png,Disgust
features\images\train\522.png,Angry
features\images\train\523.png,Surprised
features\images\train\524.png,Calm
features\images\train\525.png,Neutral
features\images\train\526.png,Angry
features\images\train\527.png,Calm
features\images\train\528.png,Disgust
features\images\train\529.png,Fearful
features\images\train\530.png,Angry
features\images\train\531.png,Surprised
features\images\train\532.png,Fearful
features\images\train\533.png,Disgust
features\images\train\534.png,Fearful
features\images\train\535.png,Neutral
features\images\train\536.png,Happy
features\images\train\537.png,Happy
features\images\train\538.png,Calm
features\images\train\539.png,Fearful
features\images\train\540.png,Happy
features\images\train\541.png,Surprised
features\images\train\542.png,Fearful
features\images\train\543.png,Surprised
features\images\train\544.png,Fearful
features\images\train\545.png,Calm
features\images\train\546.png,Calm
features\images\train\547.png,Surprised
features\images\train\548.png,Sad
features\images\train\549.png,Calm
features\images\train\550.png,Disgust
features\images\train\551.png,Happy
features\images\train\552.png,Happy
features\images\train\553.png,Angry
features\images\train\554.png,Happy
features\images\train\555.png,Angry
features\images\train\556.png,Happy
features\images\train\557.png,Surprised
features\images\train\558.png,Happy
features\images\train\559.png,Disgust
features\images\train\560.png,Disgust
features\images\train\561.png,Neutral
features\images\train\562.png,Calm
features\images\train\563.png,Happy
features\images\train\564.png,Calm
features\images\train\565.png,Surprised
features\images\train\566.png,Fearful
features\images\train\567.png,Angry
features\images\train\568.png,Calm
features\images\train\569.png,Happy
features\images\train\570.png,Disgust
features\images\train\571.png,Angry
features\images\train\572.png,Sad
features\images\train\573.png,Disgust
features\images\train\574.png,Sad
features\images\train\575.png,Surprised
features\images\train\576.png,Disgust
features\images\train\577.png,Disgust
features\images\train\578.png,Sad
features\images\train\579.png,Happy
features\images\train\580.png,Fearful
features\images\train\581.png,Fearful
features\images\train\582.png,Happy
features\images\train\583.png,Surprised
features\images\train\584.png,Surprised
features\images\train\585.png,Neutral
features\images\train\586.png,Sad
features\images\train\587.png,Happy
features\images\train\588.png,Disgust
features\images\train\589.png,Angry
features\images\train\590.png,Happy
features\images\train\591.png,Disgust
features\images\train\592.png,Happy
features\images\train\593.png,Happy
features\images\train\594.png,Sad
features\images\train\595.png,Angry
features\images\train\596.png,Sad
features\images\train\597.png,Happy
features\images\train\598.png,Surprised
features\images\train\599.png,Calm
features\images\train\600.png,Sad
features\images\train\601.png,Surprised
features\images\train\602.png,Sad
features\images\train\603.png,Sad
features\images\train\604.png,Surprised
features\images\train\605.png,Calm
features\images\train\606.png,Disgust
features\images\train\607.png,Calm
features\images\train\608.png,Calm
features\images\train\609.png,Sad
features\images\train\610.png,Calm
features\images\train\611.png,Happy
features\images\train\612.png,Fearful
features\images\train\613.png,Fearful
features\images\train\614.png,Happy
features\images\train\615.png,Surprised
features\images\train\616.png,Calm
features\images\train\617.png,Fearful
features\images\train\618.png,Disgust
features\images\train\619.png,Happy
features\images\train\620.png,Angry
features\images\train\621.png,Fearful
features\images\train\622.png,Surprised
features\images\train\623.png,Neutral
features\images\train\624.png,Fearful
features\images\train\625.png,Fearful
features\images\train\626.png,Neutral
features\images\train\627.png,Calm
features\images\train\628.png,Fearful
features\images\train\629.png,Disgust
features\images\train\630.png,Happy
features\images\train\631.png,Sad
features\images\train\632.png,Angry
features\images\train\633.png,Angry
features\images\train\634.png,Disgust
features\images\train\635.png,Neutral
features\images\train\636.png,Calm
features\images\train\637.png,Surprised
features\images\train\638.png,Surprised
features\images\train\639.png,Surprised
features\images\train\640.png,Angry
features\images\train\641.png,Happy
features\images\train\642.png,Happy
features\images\train\643.png,Calm
features\images\train\644.png,Surprised
features\images\train\645.png,Disgust
features\images\train\646.png,Happy
features\images\train\647.png,Surprised
features\images\train\648.png,Happy
features\images\train\649.png,Calm
features\images\train\650.png,Surprised
features\images\train\651.png,Surprised
features\images\train\652.png,Happy
features\images\train\653.png,Happy
features\images\train\654.png,Surprised
features\images\train\655.png,Disgust
features\images\train\656.png,Happy
features\images\train\657.png,Angry
features\images\train\658.png,Angry
features\images\train\659.png,Sad
features\images\train\660.png,Fearful
features\images\train\661.png,Sad
features\images\train\662.png,Angry
features\images\train\663.png,Sad
features\images\train\664.png,Fearful
features\images\train\665.png,Happy
features\images\train\666.png,Happy
features\images\train\667.png,Sad
features\images\train\668.png,Happy
features\images\train\669.png,Happy
features\images\train\670.png,Angry
features\images\train\671.png,Disgust
features\images\train\672.png,Disgust
features\images\train\673.png,Disgust
features\images\train\674.png,Disgust
features\images\train\675.png,Surprised
features\images\train\676.png,Disgust
features\images\train\677.png,Surprised
features\images\train\678.png,Disgust
features\images\train\679.png,Fearful
features\images\train\680.png,Happy
features\images\train\681.png,Sad
features\images\train\682.png,Happy
features\images\train\683.png,Sad
features\images\train\684.png,Surprised
features\images\train\685.png,Sad
features\images\train\686.png,Happy
features\images\train\687.png,Happy
features\images\train\688.png,Surprised
features\images\train\689.png,Sad
features\images\train\690.png,Calm
features\images\train\691.png,Surprised
features\images\train\692.png,Surprised
features\images\train\693.png,Surprised
features\images\train\694.png,Fearful
features\images\train\695.png,Angry
features\images\train\696.png,Surprised
features\images\train\697.png,Angry
features\images\train\698.png,Happy
features\images\train\699.png,Surprised
features\images\train\700.png,Disgust
features\images\train\701.png,Disgust
features\images\train\702.png,Angry
features\images\train\703.png,Fearful
features\images\train\704.png,Calm
features\images\train\705.png,Happy
features\images\train\706.png,Neutral
features\images\train\707.png,Sad
features\images\train\708.png,Angry
features\images\train\709.png,Surprised
features\images\train\710.png,Disgust
features\images\train\711.png,Fearful
features\images\train\712.png,Disgust
features\images\train\713.png,Fearful
features\images\train\714.png,Sad
features\images\train\715.png,Calm
features\images\train\716.png,Happy
features\images\train\717.png,Happy
features\images\train\718.png,Disgust
features\images\train\719.png,Surprised
features\images\train\720.png,Surprised
features\images\train\721.png,Neutral
features\images\train\722.png,Disgust
features\images\train\723.png,Angry
features\images\train\724.png,Angry
features\images\train\725.png,Fearful
features\images\train\726.png,Calm
features\images\train\727.png,Calm
features\images\train\728.png,Angry
features\images\train\729.png,Sad
features\images\train\730.png,Angry
features\images\train\731.png,Happy
features\images\train\732.png,Neutral
features\images\train\733.png,Surprised
features\images\train\734.png,Sad
features\images\train\735.png,Sad
features\images\train\736.png,Surprised
features\images\train\737.png,Disgust
features\images\train\738.png,Fearful
features\images\train\739.png,Disgust
features\images\train\740.png,Happy
features\images\train\741.png,Happy
features\images\train\742.png,Calm
features\images\train\743.png,Disgust
features\images\train\744.png,Fearful
features\images\train\745.png,Sad
features\images\train\746.png,Fearful
features\images\train\747.png,Fearful
features\images\train\748.png,Sad
features\images\train\749.png,Disgust
features\images\train\750.png,Disgust
features\images\train\751.png,Happy
features\images\train\752.png,Surprised
features\images\train\753.png,Happy
features\images\train\754.png,Fearful
features\images\train\755.png,Calm
features\images\train\756.png,Calm
features\images\train\757.png,Calm
features\images\train\758.png,Angry
features\images\train\759.png,Disgust
features\images\train\760.png,Angry
features\images\train\761.png,Disgust
features\images\train\762.png,Fearful
features\images\train\763.png,Happy
features\images\train\764.png,Calm
features\images\train\765.png,Surprised
features\images\train\766.png,Happy
features\images\train\767.png,Fearful
features\images\train\768.png,Sad
features\images\train\769.png,Surprised
features\images\train\770.png,Surprised
features\images\train\771.png,Sad
features\images\train\772.png,Neutral
features\images\train\773.png,Happy
features\images\train\774.png,Surprised
features\images\train\775.png,Surprised
features\images\train\776.png,Happy
features\images\train\777.png,Surprised
features\images\train\778.png,Angry
features\images\train\779.png,Fearful
features\images\train\780.png,Sad
features\images\train\781.png,Surprised
features\images\train\782.png,Fearful
features\images\train\783.png,Angry
features\images\train\784.png,Surprised
features\images\train\785.png,Happy
features\images\train\786.png,Disgust
features\images\train\787.png,Angry
features\images\train\788.png,Fearful
features\images\train\789.png,Neutral
features\images\train\790.png,Disgust
features\images\train\791.png,Angry
features\images\train\792.png,Angry
features\images\train\793.png,Surprised
features\images\train\794.png,Surprised
features\images\train\795.png,Angry
features\images\train\796.png,Fearful
features\images\train\797.png,Happy
features\images\train\798.png,Sad
features\images\train\799.png,Calm
features\images\train\800.png,Happy
features\images\train\801.png,Fearful
features\images\train\802.png,Fearful
features\images\train\803.png,Sad
features\images\train\804.png,Calm
features\images\train\805.png,Angry
features\images\train\806.png,Fearful
features\images\train\807.png,Neutral
features\images\train\808.png,Calm
features\images\train\809.png,Fearful
features\images\train\810.png,Fearful
features\images\train\811.png,Neutral
features\images\train\812.png,Disgust
features\images\train\813.png,Calm
features\images\train\814.png,Happy
features\images\train\815.png,Surprised
features\images\train\816.png,Calm
features\images\train\817.png,Neutral
features\images\train\818.png,Happy
features\images\train\819.png,Angry
features\images\train\820.png,Disgust
features\images\train\821.png,Disgust
features\images\train\822.png,Sad
features\images\train\823.png,Surprised
features\images\train\824.png,Calm
features\images\train\825.png,Fearful
features\images\train\826.png,Fearful
features\images\train\827.png,Calm
features\images\train\828.png,Sad
features\images\train\829.png,Disgust
features\images\train\830.png,Angry
features\images\train\831.png,Surprised
features\images\train\832.png,Sad
features\images\train\833.png,Happy
features\images\train\834.png,Happy
features\images\train\835.png,Sad
features\images\train\836.png,Fearful
features\images\train\837.png,Sad
features\images\train\838.png,Surprised
features\images\train\839.png,Surprised
features\images\train\840.png,Fearful
features\images\train\841.png,Calm
features\images\train\842.png,Fearful
features\images\train\843.png,Neutral
features\images\train\844.png,Calm
features\images\train\845.png,Calm
features\images\train\846.png,Angry
features\images\train\847.png,Angry
features\images\train\848.png,Sad
features\images\train\849.png,Happy
features\images\train\850.png,Fearful
features\images\train\851.png,Surprised
features\images\train\852.png,Calm
features\images\train\853.png,Calm
features\images\train\854.png,Sad
features\images\train\855.png,Happy
features\images\train\856.png,Fearful
features\images\train\857.png,Neutral
features\images\train\858.png,Happy
features\images\train\859.png,Angry
features\images\train\860.png,Calm
features\images\train\861.png,Fearful
features\images\train\862.png,Angry
features\images\train\863.png,Disgust
features\images\train\864.png,Sad
features\images\train\865.png,Surprised
features\images\train\866.png,Calm
features\images\train\867.png,Fearful
features\images\train\868.png,Surprised
features\images\train\869.png,Calm
features\images\train\870.png,Calm
features\images\train\871.png,Neutral
features\images\train\872.png,Surprised
features\images\train\873.png,Surprised
features\images\train\874.png,Neutral
features\images\train\875.png,Surprised
features\images\train\876.png,Angry
features\images\train\877.png,Calm
features\images\train\878.png,Happy
features\images\train\879.png,Fearful
features\images\train\880.png,Disgust
features\images\train\881.png,Surprised
features\images\train\882.png,Calm
features\images\train\883.png,Fearful
features\images\train\884.png,Fearful
features\images\train\885.png,Angry
features\images\train\886.png,Fearful
features\images\train\887.png,Disgust
features\images\train\888.png,Disgust
features\images\train\889.png,Happy
features\images\train\890.png,Fearful
features\images\train\891.png,Sad
features\images\train\892.png,Happy
features\images\train\893.png,Fearful
features\images\train\894.png,Surprised
features\images\train\895.png,Sad
features\images\train\896.png,Surprised
features\images\train\897.png,Sad
features\images\train\898.png,Fearful
features\images\train\899.png,Surprised
features\images\train\900.png,Surprised
features\images\train\901.png,Sad
features\images\train\902.png,Neutral
features\images\train\903.png,Happy
features\images\train\904.png,Surprised
features\images\train\905.png,Fearful
features\images\train\906.png,Sad
features\images\train\907.png,Neutral
features\images\train\908.png,Calm
features\images\train\909.png,Happy
features\images\train\910.png,Surprised
features\images\train\911.png,Sad
features\images\train\912.png,Happy
features\images\train\913.png,Sad
features\images\train\914.png,Happy
features\images\train\915.png,Angry
features\images\train\916.png,Surprised
features\images\train\917.png,Fearful
features\images\train\918.png,Surprised
features\images\train\919.png,Calm
features\images\train\920.png,Surprised
features\images\train\921.png,Surprised
features\images\train\922.png,Fearful
features\images\train\923.png,Fearful
features\images\train\924.png,Disgust
features\images\train\925.png,Happy
features\images\train\926.png,Calm
features\images\train\927.png,Disgust
features\images\train\928.png,Disgust
features\images\train\929.png,Disgust
features\images\train\930.png,Sad
features\images\train\931.png,Calm
features\images\train\932.png,Calm
features\images\train\933.png,Neutral
features\images\train\934.png,Surprised
features\images\train\935.png,Fearful
features\images\train\936.png,Fearful
features\images\train\937.png,Neutral
features\images\train\938.png,Disgust
features\images\train\939.png,Calm
features\images\train\940.png,Calm
features\images\train\941.png,Sad
features\images\train\942.png,Surprised
features\images\train\943.png,Sad
features\images\train\944.png,Calm
features\images\train\945.png,Neutral
features\images\train\946.png,Angry
features\images\train\947.png,Surprised
features\images\train\948.png,Angry
features\images\train\949.png,Happy
features\images\train\950.png,Fearful
features\images\train\951.png,Happy
features\images\train\952.png,Sad
features\images\train\953.png,Disgust
features\images\train\954.png,Disgust
features\images\train\955.png,Fearful
features\images\train\956.png,Calm
features\images\train\957.png,Sad
features\images\train\958.png,Calm
features\images\train\959.png,Angry
features\images\train\960.png,Disgust
features\images\train\961.png,Happy
features\images\train\962.png,Fearful
features\images\train\963.png,Sad
features\images\train\964.png,Calm
features\images\train\965.png,Surprised
