path,emotion
Ravdess_Augmented\81.wav,Happy
Ravdess_Augmented\82.wav,Happy
Ravdess_Augmented\83.wav,Happy
Ravdess_Augmented\84.wav,Surprised
Ravdess_Augmented\85.wav,Surprised
Ravdess_Augmented\86.wav,Surprised
Ravdess_Augmented\87.wav,Surprised
Ravdess_Augmented\88.wav,Fearful
Ravdess_Augmented\89.wav,Fearful
Ravdess_Augmented\90.wav,Fearful
Ravdess_Augmented\91.wav,Fearful
Ravdess_Augmented\92.wav,Happy
Ravdess_Augmented\93.wav,Happy
Ravdess_Augmented\94.wav,Happy
Ravdess_Augmented\95.wav,Happy
Ravdess_Augmented\96.wav,Surprised
Ravdess_Augmented\97.wav,Surprised
Ravdess_Augmented\98.wav,Surprised
Ravdess_Augmented\99.wav,Surprised
Ravdess_Augmented\100.wav,Fearful
Ravdess_Augmented\101.wav,Fearful
Ravdess_Augmented\102.wav,Fearful
Ravdess_Augmented\103.wav,Fearful
Ravdess_Augmented\104.wav,Fearful
Ravdess_Augmented\105.wav,Fearful
Ravdess_Augmented\106.wav,Fearful
Ravdess_Augmented\107.wav,Fearful
Ravdess_Augmented\108.wav,Sad
Ravdess_Augmented\109.wav,Sad
Ravdess_Augmented\110.wav,Sad
Ravdess_Augmented\111.wav,Sad
Ravdess_Augmented\112.wav,Angry
Ravdess_Augmented\113.wav,Angry
Ravdess_Augmented\114.wav,Angry
Ravdess_Augmented\115.wav,Angry
Ravdess_Augmented\116.wav,Neutral
Ravdess_Augmented\117.wav,Neutral
Ravdess_Augmented\118.wav,Neutral
Ravdess_Augmented\119.wav,Neutral
Ravdess_Augmented\120.wav,Surprised
Ravdess_Augmented\121.wav,Surprised
Ravdess_Augmented\122.wav,Surprised
Ravdess_Augmented\123.wav,Surprised
Ravdess_Augmented\124.wav,Surprised
Ravdess_Augmented\125.wav,Surprised
Ravdess_Augmented\126.wav,Surprised
Ravdess_Augmented\127.wav,Surprised
Ravdess_Augmented\128.wav,Happy
Ravdess_Augmented\129.wav,Happy
Ravdess_Augmented\130.wav,Happy
Ravdess_Augmented\131.wav,Happy
Ravdess_Augmented\132.wav,Surprised
Ravdess_Augmented\133.wav,Surprised
Ravdess_Augmented\134.wav,Surprised
Ravdess_Augmented\135.wav,Surprised
Ravdess_Augmented\136.wav,Sad
Ravdess_Augmented\137.wav,Sad
Ravdess_Augmented\138.wav,Sad
Ravdess_Augmented\139.wav,Sad
Ravdess_Augmented\140.wav,Fearful
Ravdess_Augmented\141.wav,Fearful
Ravdess_Augmented\142.wav,Fearful
Ravdess_Augmented\143.wav,Fearful
Ravdess_Augmented\144.wav,Happy
Ravdess_Augmented\145.wav,Happy
Ravdess_Augmented\146.wav,Happy
Ravdess_Augmented\147.wav,Happy
Ravdess_Augmented\148.wav,Angry
Ravdess_Augmented\149.wav,Angry
Ravdess_Augmented\150.wav,Angry
Ravdess_Augmented\151.wav,Angry
Ravdess_Augmented\152.wav,Calm
Ravdess_Augmented\153.wav,Calm
Ravdess_Augmented\154.wav,Calm
Ravdess_Augmented\155.wav,Calm
Ravdess_Augmented\156.wav,Sad
Ravdess_Augmented\157.wav,Sad
Ravdess_Augmented\158.wav,Sad
Ravdess_Augmented\159.wav,Sad
Ravdess_Augmented\160.wav,Fearful
Ravdess_Augmented\161.wav,Fearful
Ravdess_Augmented\162.wav,Fearful
Ravdess_Augmented\163.wav,Fearful
Ravdess_Augmented\164.wav,Surprised
Ravdess_Augmented\165.wav,Surprised
Ravdess_Augmented\166.wav,Surprised
Ravdess_Augmented\167.wav,Surprised
Ravdess_Augmented\168.wav,Neutral
Ravdess_Augmented\169.wav,Neutral
Ravdess_Augmented\170.wav,Neutral
Ravdess_Augmented\171.wav,Neutral
Ravdess_Augmented\172.wav,Happy
Ravdess_Augmented\173.wav,Happy
Ravdess_Augmented\174.wav,Happy
Ravdess_Augmented\175.wav,Happy
Ravdess_Augmented\176.wav,Sad
Ravdess_Augmented\177.wav,Sad
Ravdess_Augmented\178.wav,Sad
Ravdess_Augmented\179.wav,Sad
Ravdess_Augmented\180.wav,Angry
Ravdess_Augmented\181.wav,Angry
Ravdess_Augmented\182.wav,Angry
Ravdess_Augmented\183.wav,Angry
Ravdess_Augmented\184.wav,Happy
Ravdess_Augmented\185.wav,Happy
Ravdess_Augmented\186.wav,Happy
Ravdess_Augmented\187.wav,Happy
Ravdess_Augmented\188.wav,Angry
Ravdess_Augmented\189.wav,Angry
Ravdess_Augmented\190.wav,Angry
Ravdess_Augmented\191.wav,Angry
Ravdess_Augmented\192.wav,Fearful
Ravdess_Augmented\193.wav,Fearful
Ravdess_Augmented\194.wav,Fearful
Ravdess_Augmented\195.wav,Fearful
Ravdess_Augmented\196.wav,Surprised
Ravdess_Augmented\197.wav,Surprised
Ravdess_Augmented\198.wav,Surprised
Ravdess_Augmented\199.wav,Surprised
Ravdess_Augmented\200.wav,Neutral
Ravdess_Augmented\201.wav,Neutral
Ravdess_Augmented\202.wav,Neutral
Ravdess_Augmented\203.wav,Neutral
Ravdess_Augmented\204.wav,Neutral
Ravdess_Augmented\205.wav,Neutral
Ravdess_Augmented\206.wav,Neutral
Ravdess_Augmented\207.wav,Neutral
Ravdess_Augmented\208.wav,Fearful
Ravdess_Augmented\209.wav,Fearful
Ravdess_Augmented\210.wav,Fearful
Ravdess_Augmented\211.wav,Fearful
Ravdess_Augmented\212.wav,Sad
Ravdess_Augmented\213.wav,Sad
Ravdess_Augmented\214.wav,Sad
Ravdess_Augmented\215.wav,Sad
Ravdess_Augmented\216.wav,Neutral
Ravdess_Augmented\217.wav,Neutral
Ravdess_Augmented\218.wav,Neutral
Ravdess_Augmented\219.wav,Neutral
Ravdess_Augmented\220.wav,Happy
Ravdess_Augmented\221.wav,Happy
Ravdess_Augmented\222.wav,Happy
Ravdess_Augmented\223.wav,Happy
Ravdess_Augmented\224.wav,Surprised
Ravdess_Augmented\225.wav,Surprised
Ravdess_Augmented\226.wav,Surprised
Ravdess_Augmented\227.wav,Surprised
Ravdess_Augmented\228.wav,Happy
Ravdess_Augmented\229.wav,Happy
Ravdess_Augmented\230.wav,Happy
Ravdess_Augmented\231.wav,Happy
Ravdess_Augmented\232.wav,Calm
Ravdess_Augmented\233.wav,Calm
Ravdess_Augmented\234.wav,Calm
Ravdess_Augmented\235.wav,Calm
Ravdess_Augmented\236.wav,Surprised
Ravdess_Augmented\237.wav,Surprised
Ravdess_Augmented\238.wav,Surprised
Ravdess_Augmented\239.wav,Surprised
Ravdess_Augmented\240.wav,Happy
Ravdess_Augmented\241.wav,Happy
Ravdess_Augmented\242.wav,Happy
Ravdess_Augmented\243.wav,Happy
Ravdess_Augmented\244.wav,Surprised
Ravdess_Augmented\245.wav,Surprised
Ravdess_Augmented\246.wav,Surprised
Ravdess_Augmented\247.wav,Surprised
Ravdess_Augmented\248.wav,Surprised
Ravdess_Augmented\249.wav,Surprised
Ravdess_Augmented\250.wav,Surprised
Ravdess_Augmented\251.wav,Surprised
Ravdess_Augmented\252.wav,Calm
Ravdess_Augmented\253.wav,Calm
Ravdess_Augmented\254.wav,Calm
Ravdess_Augmented\255.wav,Calm
Ravdess_Augmented\256.wav,Angry
Ravdess_Augmented\257.wav,Angry
Ravdess_Augmented\258.wav,Angry
Ravdess_Augmented\259.wav,Angry
Ravdess_Augmented\260.wav,Angry
Ravdess_Augmented\261.wav,Angry
Ravdess_Augmented\262.wav,Angry
Ravdess_Augmented\263.wav,Angry
Ravdess_Augmented\264.wav,Calm
Ravdess_Augmented\265.wav,Calm
Ravdess_Augmented\266.wav,Calm
Ravdess_Augmented\267.wav,Calm
Ravdess_Augmented\268.wav,Surprised
Ravdess_Augmented\269.wav,Surprised
Ravdess_Augmented\270.wav,Surprised
Ravdess_Augmented\271.wav,Surprised
Ravdess_Augmented\272.wav,Calm
Ravdess_Augmented\273.wav,Calm
Ravdess_Augmented\274.wav,Calm
Ravdess_Augmented\275.wav,Calm
Ravdess_Augmented\276.wav,Happy
Ravdess_Augmented\277.wav,Happy
Ravdess_Augmented\278.wav,Happy
Ravdess_Augmented\279.wav,Happy
Ravdess_Augmented\280.wav,Disgust
Ravdess_Augmented\281.wav,Disgust
Ravdess_Augmented\282.wav,Disgust
Ravdess_Augmented\283.wav,Disgust
Ravdess_Augmented\284.wav,Fearful
Ravdess_Augmented\285.wav,Fearful
Ravdess_Augmented\286.wav,Fearful
Ravdess_Augmented\287.wav,Fearful
Ravdess_Augmented\288.wav,Angry
Ravdess_Augmented\289.wav,Angry
Ravdess_Augmented\290.wav,Angry
Ravdess_Augmented\291.wav,Angry
Ravdess_Augmented\292.wav,Angry
Ravdess_Augmented\293.wav,Angry
Ravdess_Augmented\294.wav,Angry
Ravdess_Augmented\295.wav,Angry
Ravdess_Augmented\296.wav,Surprised
Ravdess_Augmented\297.wav,Surprised
Ravdess_Augmented\298.wav,Surprised
Ravdess_Augmented\299.wav,Surprised
Ravdess_Augmented\300.wav,Fearful
Ravdess_Augmented\301.wav,Fearful
Ravdess_Augmented\302.wav,Fearful
Ravdess_Augmented\303.wav,Fearful
Ravdess_Augmented\304.wav,Surprised
Ravdess_Augmented\305.wav,Surprised
Ravdess_Augmented\306.wav,Surprised
Ravdess_Augmented\307.wav,Surprised
Ravdess_Augmented\308.wav,Angry
Ravdess_Augmented\309.wav,Angry
Ravdess_Augmented\310.wav,Angry
Ravdess_Augmented\311.wav,Angry
Ravdess_Augmented\312.wav,Angry
Ravdess_Augmented\313.wav,Angry
Ravdess_Augmented\314.wav,Angry
Ravdess_Augmented\315.wav,Angry
Ravdess_Augmented\316.wav,Happy
Ravdess_Augmented\317.wav,Happy
Ravdess_Augmented\318.wav,Happy
Ravdess_Augmented\319.wav,Happy
Ravdess_Augmented\320.wav,Happy
Ravdess_Augmented\321.wav,Happy
Ravdess_Augmented\322.wav,Happy
Ravdess_Augmented\323.wav,Happy
Ravdess_Augmented\324.wav,Calm
Ravdess_Augmented\325.wav,Calm
Ravdess_Augmented\326.wav,Calm
Ravdess_Augmented\327.wav,Calm
Ravdess_Augmented\328.wav,Disgust
Ravdess_Augmented\329.wav,Disgust
Ravdess_Augmented\330.wav,Disgust
Ravdess_Augmented\331.wav,Disgust
Ravdess_Augmented\332.wav,Angry
Ravdess_Augmented\333.wav,Angry
Ravdess_Augmented\334.wav,Angry
Ravdess_Augmented\335.wav,Angry
Ravdess_Augmented\336.wav,Fearful
Ravdess_Augmented\337.wav,Fearful
Ravdess_Augmented\338.wav,Fearful
Ravdess_Augmented\339.wav,Fearful
Ravdess_Augmented\340.wav,Surprised
Ravdess_Augmented\341.wav,Surprised
Ravdess_Augmented\342.wav,Surprised
Ravdess_Augmented\343.wav,Surprised
Ravdess_Augmented\344.wav,Calm
Ravdess_Augmented\345.wav,Calm
Ravdess_Augmented\346.wav,Calm
Ravdess_Augmented\347.wav,Calm
Ravdess_Augmented\348.wav,Angry
Ravdess_Augmented\349.wav,Angry
Ravdess_Augmented\350.wav,Angry
Ravdess_Augmented\351.wav,Angry
Ravdess_Augmented\352.wav,Disgust
Ravdess_Augmented\353.wav,Disgust
Ravdess_Augmented\354.wav,Disgust
Ravdess_Augmented\355.wav,Disgust
Ravdess_Augmented\356.wav,Disgust
Ravdess_Augmented\357.wav,Disgust
Ravdess_Augmented\358.wav,Disgust
Ravdess_Augmented\359.wav,Disgust
Ravdess_Augmented\360.wav,Fearful
Ravdess_Augmented\361.wav,Fearful
Ravdess_Augmented\362.wav,Fearful
Ravdess_Augmented\363.wav,Fearful
Ravdess_Augmented\364.wav,Angry
Ravdess_Augmented\365.wav,Angry
Ravdess_Augmented\366.wav,Angry
Ravdess_Augmented\367.wav,Angry
Ravdess_Augmented\368.wav,Happy
Ravdess_Augmented\369.wav,Happy
Ravdess_Augmented\370.wav,Happy
Ravdess_Augmented\371.wav,Happy
Ravdess_Augmented\372.wav,Surprised
Ravdess_Augmented\373.wav,Surprised
Ravdess_Augmented\374.wav,Surprised
Ravdess_Augmented\375.wav,Surprised
Ravdess_Augmented\376.wav,Happy
Ravdess_Augmented\377.wav,Happy
Ravdess_Augmented\378.wav,Happy
Ravdess_Augmented\379.wav,Happy
Ravdess_Augmented\380.wav,Angry
Ravdess_Augmented\381.wav,Angry
Ravdess_Augmented\382.wav,Angry
Ravdess_Augmented\383.wav,Angry
Ravdess_Augmented\384.wav,Sad
Ravdess_Augmented\385.wav,Sad
Ravdess_Augmented\386.wav,Sad
Ravdess_Augmented\387.wav,Sad
Ravdess_Augmented\388.wav,Angry
Ravdess_Augmented\389.wav,Angry
Ravdess_Augmented\390.wav,Angry
Ravdess_Augmented\391.wav,Angry
Ravdess_Augmented\392.wav,Neutral
Ravdess_Augmented\393.wav,Neutral
Ravdess_Augmented\394.wav,Neutral
Ravdess_Augmented\395.wav,Neutral
Ravdess_Augmented\396.wav,Surprised
Ravdess_Augmented\397.wav,Surprised
Ravdess_Augmented\398.wav,Surprised
Ravdess_Augmented\399.wav,Surprised
Ravdess_Augmented\400.wav,Disgust
Ravdess_Augmented\401.wav,Disgust
Ravdess_Augmented\402.wav,Disgust
Ravdess_Augmented\403.wav,Disgust
Ravdess_Augmented\404.wav,Angry
Ravdess_Augmented\405.wav,Angry
Ravdess_Augmented\406.wav,Angry
Ravdess_Augmented\407.wav,Angry
Ravdess_Augmented\408.wav,Disgust
Ravdess_Augmented\409.wav,Disgust
Ravdess_Augmented\410.wav,Disgust
Ravdess_Augmented\411.wav,Disgust
Ravdess_Augmented\412.wav,Happy
Ravdess_Augmented\413.wav,Happy
Ravdess_Augmented\414.wav,Happy
Ravdess_Augmented\415.wav,Happy
Ravdess_Augmented\416.wav,Sad
Ravdess_Augmented\417.wav,Sad
Ravdess_Augmented\418.wav,Sad
Ravdess_Augmented\419.wav,Sad
Ravdess_Augmented\420.wav,Surprised
Ravdess_Augmented\421.wav,Surprised
Ravdess_Augmented\422.wav,Surprised
Ravdess_Augmented\423.wav,Surprised
Ravdess_Augmented\424.wav,Surprised
Ravdess_Augmented\425.wav,Surprised
Ravdess_Augmented\426.wav,Surprised
Ravdess_Augmented\427.wav,Surprised
Ravdess_Augmented\428.wav,Happy
Ravdess_Augmented\429.wav,Happy
Ravdess_Augmented\430.wav,Happy
Ravdess_Augmented\431.wav,Happy
Ravdess_Augmented\432.wav,Sad
Ravdess_Augmented\433.wav,Sad
Ravdess_Augmented\434.wav,Sad
Ravdess_Augmented\435.wav,Sad
Ravdess_Augmented\436.wav,Happy
Ravdess_Augmented\437.wav,Happy
Ravdess_Augmented\438.wav,Happy
Ravdess_Augmented\439.wav,Happy
Ravdess_Augmented\440.wav,Surprised
Ravdess_Augmented\441.wav,Surprised
Ravdess_Augmented\442.wav,Surprised
Ravdess_Augmented\443.wav,Surprised
Ravdess_Augmented\444.wav,Calm
Ravdess_Augmented\445.wav,Calm
Ravdess_Augmented\446.wav,Calm
Ravdess_Augmented\447.wav,Calm
Ravdess_Augmented\448.wav,Surprised
Ravdess_Augmented\449.wav,Surprised
Ravdess_Augmented\450.wav,Surprised
Ravdess_Augmented\451.wav,Surprised
Ravdess_Augmented\452.wav,Neutral
Ravdess_Augmented\453.wav,Neutral
Ravdess_Augmented\454.wav,Neutral
Ravdess_Augmented\455.wav,Neutral
Ravdess_Augmented\456.wav,Surprised
Ravdess_Augmented\457.wav,Surprised
Ravdess_Augmented\458.wav,Surprised
Ravdess_Augmented\459.wav,Surprised
Ravdess_Augmented\460.wav,Fearful
Ravdess_Augmented\461.wav,Fearful
Ravdess_Augmented\462.wav,Fearful
Ravdess_Augmented\463.wav,Fearful
Ravdess_Augmented\464.wav,Angry
Ravdess_Augmented\465.wav,Angry
Ravdess_Augmented\466.wav,Angry
Ravdess_Augmented\467.wav,Angry
Ravdess_Augmented\468.wav,Sad
Ravdess_Augmented\469.wav,Sad
Ravdess_Augmented\470.wav,Sad
Ravdess_Augmented\471.wav,Sad
Ravdess_Augmented\472.wav,Calm
Ravdess_Augmented\473.wav,Calm
Ravdess_Augmented\474.wav,Calm
Ravdess_Augmented\475.wav,Calm
Ravdess_Augmented\476.wav,Fearful
Ravdess_Augmented\477.wav,Fearful
Ravdess_Augmented\478.wav,Fearful
Ravdess_Augmented\479.wav,Fearful
Ravdess_Augmented\480.wav,Disgust
Ravdess_Augmented\481.wav,Disgust
Ravdess_Augmented\482.wav,Disgust
Ravdess_Augmented\483.wav,Disgust
Ravdess_Augmented\484.wav,Neutral
Ravdess_Augmented\485.wav,Neutral
Ravdess_Augmented\486.wav,Neutral
Ravdess_Augmented\487.wav,Neutral
Ravdess_Augmented\488.wav,Fearful
Ravdess_Augmented\489.wav,Fearful
Ravdess_Augmented\490.wav,Fearful
Ravdess_Augmented\491.wav,Fearful
Ravdess_Augmented\492.wav,Sad
Ravdess_Augmented\493.wav,Sad
Ravdess_Augmented\494.wav,Sad
Ravdess_Augmented\495.wav,Sad
Ravdess_Augmented\496.wav,Calm
Ravdess_Augmented\497.wav,Calm
Ravdess_Augmented\498.wav,Calm
Ravdess_Augmented\499.wav,Calm
Ravdess_Augmented\500.wav,Disgust
Ravdess_Augmented\501.wav,Disgust
Ravdess_Augmented\502.wav,Disgust
Ravdess_Augmented\503.wav,Disgust
Ravdess_Augmented\504.wav,Fearful
Ravdess_Augmented\505.wav,Fearful
Ravdess_Augmented\506.wav,Fearful
Ravdess_Augmented\507.wav,Fearful
Ravdess_Augmented\508.wav,Fearful
Ravdess_Augmented\509.wav,Fearful
Ravdess_Augmented\510.wav,Fearful
Ravdess_Augmented\511.wav,Fearful
Ravdess_Augmented\512.wav,Fearful
Ravdess_Augmented\513.wav,Fearful
Ravdess_Augmented\514.wav,Fearful
Ravdess_Augmented\515.wav,Fearful
Ravdess_Augmented\516.wav,Happy
Ravdess_Augmented\517.wav,Happy
Ravdess_Augmented\518.wav,Happy
Ravdess_Augmented\519.wav,Happy
Ravdess_Augmented\520.wav,Calm
Ravdess_Augmented\521.wav,Calm
Ravdess_Augmented\522.wav,Calm
Ravdess_Augmented\523.wav,Calm
Ravdess_Augmented\524.wav,Angry
Ravdess_Augmented\525.wav,Angry
Ravdess_Augmented\526.wav,Angry
Ravdess_Augmented\527.wav,Angry
Ravdess_Augmented\528.wav,Fearful
Ravdess_Augmented\529.wav,Fearful
Ravdess_Augmented\530.wav,Fearful
Ravdess_Augmented\531.wav,Fearful
Ravdess_Augmented\532.wav,Happy
Ravdess_Augmented\533.wav,Happy
Ravdess_Augmented\534.wav,Happy
Ravdess_Augmented\535.wav,Happy
Ravdess_Augmented\536.wav,Happy
Ravdess_Augmented\537.wav,Happy
Ravdess_Augmented\538.wav,Happy
Ravdess_Augmented\539.wav,Happy
Ravdess_Augmented\540.wav,Fearful
Ravdess_Augmented\541.wav,Fearful
Ravdess_Augmented\542.wav,Fearful
Ravdess_Augmented\543.wav,Fearful
Ravdess_Augmented\544.wav,Fearful
Ravdess_Augmented\545.wav,Fearful
Ravdess_Augmented\546.wav,Fearful
Ravdess_Augmented\547.wav,Fearful
Ravdess_Augmented\548.wav,Sad
Ravdess_Augmented\549.wav,Sad
Ravdess_Augmented\550.wav,Sad
Ravdess_Augmented\551.wav,Sad
Ravdess_Augmented\552.wav,Disgust
Ravdess_Augmented\553.wav,Disgust
Ravdess_Augmented\554.wav,Disgust
Ravdess_Augmented\555.wav,Disgust
Ravdess_Augmented\556.wav,Happy
Ravdess_Augmented\557.wav,Happy
Ravdess_Augmented\558.wav,Happy
Ravdess_Augmented\559.wav,Happy
Ravdess_Augmented\560.wav,Fearful
Ravdess_Augmented\561.wav,Fearful
Ravdess_Augmented\562.wav,Fearful
Ravdess_Augmented\563.wav,Fearful
Ravdess_Augmented\564.wav,Sad
Ravdess_Augmented\565.wav,Sad
Ravdess_Augmented\566.wav,Sad
Ravdess_Augmented\567.wav,Sad
Ravdess_Augmented\568.wav,Calm
Ravdess_Augmented\569.wav,Calm
Ravdess_Augmented\570.wav,Calm
Ravdess_Augmented\571.wav,Calm
Ravdess_Augmented\572.wav,Disgust
Ravdess_Augmented\573.wav,Disgust
Ravdess_Augmented\574.wav,Disgust
Ravdess_Augmented\575.wav,Disgust
Ravdess_Augmented\576.wav,Disgust
Ravdess_Augmented\577.wav,Disgust
Ravdess_Augmented\578.wav,Disgust
Ravdess_Augmented\579.wav,Disgust
Ravdess_Augmented\580.wav,Calm
Ravdess_Augmented\581.wav,Calm
Ravdess_Augmented\582.wav,Calm
Ravdess_Augmented\583.wav,Calm
Ravdess_Augmented\584.wav,Calm
Ravdess_Augmented\585.wav,Calm
Ravdess_Augmented\586.wav,Calm
Ravdess_Augmented\587.wav,Calm
Ravdess_Augmented\588.wav,Calm
Ravdess_Augmented\589.wav,Calm
Ravdess_Augmented\590.wav,Calm
Ravdess_Augmented\591.wav,Calm
Ravdess_Augmented\592.wav,Neutral
Ravdess_Augmented\593.wav,Neutral
Ravdess_Augmented\594.wav,Neutral
Ravdess_Augmented\595.wav,Neutral
Ravdess_Augmented\596.wav,Disgust
Ravdess_Augmented\597.wav,Disgust
Ravdess_Augmented\598.wav,Disgust
Ravdess_Augmented\599.wav,Disgust
Ravdess_Augmented\600.wav,Sad
Ravdess_Augmented\601.wav,Sad
Ravdess_Augmented\602.wav,Sad
Ravdess_Augmented\603.wav,Sad
Ravdess_Augmented\604.wav,Sad
Ravdess_Augmented\605.wav,Sad
Ravdess_Augmented\606.wav,Sad
Ravdess_Augmented\607.wav,Sad
Ravdess_Augmented\608.wav,Fearful
Ravdess_Augmented\609.wav,Fearful
Ravdess_Augmented\610.wav,Fearful
Ravdess_Augmented\611.wav,Fearful
Ravdess_Augmented\612.wav,Sad
Ravdess_Augmented\613.wav,Sad
Ravdess_Augmented\614.wav,Sad
Ravdess_Augmented\615.wav,Sad
Ravdess_Augmented\616.wav,Fearful
Ravdess_Augmented\617.wav,Fearful
Ravdess_Augmented\618.wav,Fearful
Ravdess_Augmented\619.wav,Fearful
Ravdess_Augmented\620.wav,Disgust
Ravdess_Augmented\621.wav,Disgust
Ravdess_Augmented\622.wav,Disgust
Ravdess_Augmented\623.wav,Disgust
Ravdess_Augmented\624.wav,Surprised
Ravdess_Augmented\625.wav,Surprised
Ravdess_Augmented\626.wav,Surprised
Ravdess_Augmented\627.wav,Surprised
Ravdess_Augmented\628.wav,Angry
Ravdess_Augmented\629.wav,Angry
Ravdess_Augmented\630.wav,Angry
Ravdess_Augmented\631.wav,Angry
Ravdess_Augmented\632.wav,Angry
Ravdess_Augmented\633.wav,Angry
Ravdess_Augmented\634.wav,Angry
Ravdess_Augmented\635.wav,Angry
Ravdess_Augmented\636.wav,Fearful
Ravdess_Augmented\637.wav,Fearful
Ravdess_Augmented\638.wav,Fearful
Ravdess_Augmented\639.wav,Fearful
Ravdess_Augmented\640.wav,Calm
Ravdess_Augmented\641.wav,Calm
Ravdess_Augmented\642.wav,Calm
Ravdess_Augmented\643.wav,Calm
Ravdess_Augmented\644.wav,Fearful
Ravdess_Augmented\645.wav,Fearful
Ravdess_Augmented\646.wav,Fearful
Ravdess_Augmented\647.wav,Fearful
Ravdess_Augmented\648.wav,Disgust
Ravdess_Augmented\649.wav,Disgust
Ravdess_Augmented\650.wav,Disgust
Ravdess_Augmented\651.wav,Disgust
Ravdess_Augmented\652.wav,Calm
Ravdess_Augmented\653.wav,Calm
Ravdess_Augmented\654.wav,Calm
Ravdess_Augmented\655.wav,Calm
Ravdess_Augmented\656.wav,Angry
Ravdess_Augmented\657.wav,Angry
Ravdess_Augmented\658.wav,Angry
Ravdess_Augmented\659.wav,Angry
Ravdess_Augmented\660.wav,Fearful
Ravdess_Augmented\661.wav,Fearful
Ravdess_Augmented\662.wav,Fearful
Ravdess_Augmented\663.wav,Fearful
Ravdess_Augmented\664.wav,Angry
Ravdess_Augmented\665.wav,Angry
Ravdess_Augmented\666.wav,Angry
Ravdess_Augmented\667.wav,Angry
Ravdess_Augmented\668.wav,Calm
Ravdess_Augmented\669.wav,Calm
Ravdess_Augmented\670.wav,Calm
Ravdess_Augmented\671.wav,Calm
Ravdess_Augmented\672.wav,Disgust
Ravdess_Augmented\673.wav,Disgust
Ravdess_Augmented\674.wav,Disgust
Ravdess_Augmented\675.wav,Disgust
Ravdess_Augmented\676.wav,Calm
Ravdess_Augmented\677.wav,Calm
Ravdess_Augmented\678.wav,Calm
Ravdess_Augmented\679.wav,Calm
Ravdess_Augmented\680.wav,Sad
Ravdess_Augmented\681.wav,Sad
