path,emotion
dataset\ravdess\Actor_04\03-01-08-01-02-01-04.wav,Surprised
dataset\ravdess\Actor_04\03-01-08-01-02-02-04.wav,Surprised
dataset\ravdess\Actor_04\03-01-08-02-01-01-04.wav,Surprised
dataset\ravdess\Actor_04\03-01-08-02-01-02-04.wav,Surprised
dataset\ravdess\Actor_04\03-01-08-02-02-01-04.wav,Surprised
dataset\ravdess\Actor_04\03-01-08-02-02-02-04.wav,Surprised
dataset\ravdess\Actor_05\03-01-01-01-01-01-05.wav,Neutral
dataset\ravdess\Actor_05\03-01-01-01-01-02-05.wav,Neutral
dataset\ravdess\Actor_05\03-01-01-01-02-01-05.wav,Neutral
dataset\ravdess\Actor_05\03-01-01-01-02-02-05.wav,Neutral
dataset\ravdess\Actor_05\03-01-02-01-01-01-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-01-01-02-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-01-02-01-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-01-02-02-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-02-01-01-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-02-01-02-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-02-02-01-05.wav,Calm
dataset\ravdess\Actor_05\03-01-02-02-02-02-05.wav,Calm
dataset\ravdess\Actor_05\03-01-03-01-01-01-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-01-01-02-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-01-02-01-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-01-02-02-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-02-01-01-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-02-01-02-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-02-02-01-05.wav,Happy
dataset\ravdess\Actor_05\03-01-03-02-02-02-05.wav,Happy
dataset\ravdess\Actor_05\03-01-04-01-01-01-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-01-01-02-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-01-02-01-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-01-02-02-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-02-01-01-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-02-01-02-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-02-02-01-05.wav,Sad
dataset\ravdess\Actor_05\03-01-04-02-02-02-05.wav,Sad
dataset\ravdess\Actor_05\03-01-05-01-01-01-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-01-01-02-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-01-02-01-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-01-02-02-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-02-01-01-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-02-01-02-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-02-02-01-05.wav,Angry
dataset\ravdess\Actor_05\03-01-05-02-02-02-05.wav,Angry
dataset\ravdess\Actor_05\03-01-06-01-01-01-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-01-01-02-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-01-02-01-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-01-02-02-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-02-01-01-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-02-01-02-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-02-02-01-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-06-02-02-02-05.wav,Fearful
dataset\ravdess\Actor_05\03-01-07-01-01-01-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-01-01-02-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-01-02-01-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-01-02-02-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-02-01-01-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-02-01-02-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-02-02-01-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-07-02-02-02-05.wav,Disgust
dataset\ravdess\Actor_05\03-01-08-01-01-01-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-01-01-02-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-01-02-01-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-01-02-02-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-02-01-01-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-02-01-02-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-02-02-01-05.wav,Surprised
dataset\ravdess\Actor_05\03-01-08-02-02-02-05.wav,Surprised
dataset\ravdess\Actor_06\03-01-01-01-01-01-06.wav,Neutral
dataset\ravdess\Actor_06\03-01-01-01-01-02-06.wav,Neutral
dataset\ravdess\Actor_06\03-01-01-01-02-01-06.wav,Neutral
dataset\ravdess\Actor_06\03-01-01-01-02-02-06.wav,Neutral
dataset\ravdess\Actor_06\03-01-02-01-01-01-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-01-01-02-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-01-02-01-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-01-02-02-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-02-01-01-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-02-01-02-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-02-02-01-06.wav,Calm
dataset\ravdess\Actor_06\03-01-02-02-02-02-06.wav,Calm
dataset\ravdess\Actor_06\03-01-03-01-01-01-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-01-01-02-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-01-02-01-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-01-02-02-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-02-01-01-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-02-01-02-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-02-02-01-06.wav,Happy
dataset\ravdess\Actor_06\03-01-03-02-02-02-06.wav,Happy
dataset\ravdess\Actor_06\03-01-04-01-01-01-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-01-01-02-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-01-02-01-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-01-02-02-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-02-01-01-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-02-01-02-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-02-02-01-06.wav,Sad
dataset\ravdess\Actor_06\03-01-04-02-02-02-06.wav,Sad
dataset\ravdess\Actor_06\03-01-05-01-01-01-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-01-01-02-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-01-02-01-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-01-02-02-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-02-01-01-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-02-01-02-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-02-02-01-06.wav,Angry
dataset\ravdess\Actor_06\03-01-05-02-02-02-06.wav,Angry
dataset\ravdess\Actor_06\03-01-06-01-01-01-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-01-01-02-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-01-02-01-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-01-02-02-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-02-01-01-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-02-01-02-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-02-02-01-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-06-02-02-02-06.wav,Fearful
dataset\ravdess\Actor_06\03-01-07-01-01-01-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-01-01-02-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-01-02-01-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-01-02-02-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-02-01-01-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-02-01-02-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-02-02-01-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-07-02-02-02-06.wav,Disgust
dataset\ravdess\Actor_06\03-01-08-01-01-01-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-01-01-02-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-01-02-01-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-01-02-02-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-02-01-01-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-02-01-02-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-02-02-01-06.wav,Surprised
dataset\ravdess\Actor_06\03-01-08-02-02-02-06.wav,Surprised
dataset\ravdess\Actor_07\03-01-01-01-01-01-07.wav,Neutral
dataset\ravdess\Actor_07\03-01-01-01-01-02-07.wav,Neutral
dataset\ravdess\Actor_07\03-01-01-01-02-01-07.wav,Neutral
dataset\ravdess\Actor_07\03-01-01-01-02-02-07.wav,Neutral
dataset\ravdess\Actor_07\03-01-02-01-01-01-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-01-01-02-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-01-02-01-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-01-02-02-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-02-01-01-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-02-01-02-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-02-02-01-07.wav,Calm
dataset\ravdess\Actor_07\03-01-02-02-02-02-07.wav,Calm
dataset\ravdess\Actor_07\03-01-03-01-01-01-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-01-01-02-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-01-02-01-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-01-02-02-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-02-01-01-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-02-01-02-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-02-02-01-07.wav,Happy
dataset\ravdess\Actor_07\03-01-03-02-02-02-07.wav,Happy
dataset\ravdess\Actor_07\03-01-04-01-01-01-07.wav,Sad
dataset\ravdess\Actor_07\03-01-04-01-01-02-07.wav,Sad
dataset\ravdess\Actor_07\03-01-04-01-02-01-07.wav,Sad
